@relation shuttle-c0-vs-c4
@attribute A1 integer [36, 123]
@attribute A2 integer [-908, 1409]
@attribute A3 integer [74, 113]
@attribute A4 integer [-587, 2565]
@attribute A5 integer [-46, 436]
@attribute A6 integer [-898, 6339]
@attribute A7 integer [-18, 72]
@attribute A8 integer [-353, 130]
@attribute A9 integer [-356, 126]
@attribute Class {positive, negative}
@input A1,A2,A3,A4,A5,A6,A7,A8,A9
@output Class
@data
85, 0, 88, 0, 6, -1, 3, 83, 80, positive
106, 0, 107, -1, 72, 3, 1, 35, 34, positive
76, 0, 80, -7, -42, -11, 4, 124, 120, positive
123, 1409, 105, 1, 36, -5, -18, 69, 86, positive
82, 0, 85, 0, -6, 17, 3, 93, 90, positive
80, 4, 84, 0, -28, 0, 4, 112, 108, positive
80, 1, 84, 0, -28, -6, 4, 112, 108, positive
85, 0, 88, 0, 2, 21, 3, 86, 82, positive
82, 0, 85, 0, -10, -17, 3, 95, 92, positive
85, 0, 88, 0, 2, -26, 3, 86, 82, positive
85, 0, 88, 0, 0, -17, 3, 88, 86, positive
76, 2, 81, -4, -42, -1, 5, 125, 120, positive
82, 0, 87, 2, -40, 7, 5, 128, 124, positive
80, 0, 85, 5, -40, 8, 5, 126, 122, positive
107, -1, 108, -1, 72, 16, 1, 36, 34, positive
104, 0, 105, 0, 72, 11, 1, 33, 32, positive
81, 0, 84, 2, -14, 0, 4, 100, 96, positive
123, 275, 105, 0, 36, -2, -18, 69, 86, positive
81, 5, 84, 0, -20, 0, 4, 105, 102, positive
80, 0, 84, 1, -28, 0, 4, 112, 108, positive
107, 0, 108, 7, 70, 0, 1, 38, 36, positive
81, 1, 86, 0, -40, 5, 4, 127, 122, positive
85, 0, 88, -7, 0, 0, 3, 88, 84, positive
84, 0, 88, 0, 0, 18, 3, 88, 84, positive
79, 0, 83, 0, -28, 21, 4, 112, 108, positive
102, -1, 104, 0, 70, 0, 1, 34, 32, positive
80, -1, 84, -6, -36, 0, 4, 120, 116, positive
79, 0, 83, 0, -30, -8, 4, 114, 110, positive
103, 4, 104, 8, 70, 0, 1, 35, 34, positive
82, -5, 87, 0, -40, 0, 5, 128, 124, positive
79, -1, 83, -2, -40, 3, 4, 124, 120, positive
101, 0, 102, 0, 72, 4, 1, 29, 28, positive
74, 3, 79, 7, -42, 0, 4, 123, 118, positive
106, -3, 107, -5, 72, 0, 1, 35, 34, positive
78, 1, 82, 1, -40, 7, 4, 123, 120, positive
103, 5, 104, -1, 70, -2, 1, 35, 34, positive
74, 8, 78, 10, -42, -2, 4, 122, 118, positive
82, -2, 86, 0, -10, 1, 4, 96, 92, positive
104, 5, 105, 5, 70, 0, 1, 35, 34, positive
81, -1, 85, -2, -40, 0, 4, 126, 122, positive
83, 2, 86, 0, -2, 0, 3, 88, 86, positive
75, 0, 80, 4, -42, 0, 5, 124, 120, positive
85, 0, 88, 0, 2, -17, 3, 86, 82, positive
81, 0, 86, 0, -40, 2, 4, 127, 122, positive
84, 0, 88, 0, -2, -12, 3, 90, 88, positive
104, 0, 105, 0, 70, 0, 1, 35, 34, positive
