@relation  letter
@attribute X-box numeric
@attribute Y-box numeric
@attribute Width numeric
@attribute High numeric
@attribute Onpix numeric
@attribute X-bar numeric
@attribute Y-bar numeric
@attribute X2bar numeric
@attribute Y2bar numeric
@attribute Xybar numeric
@attribute X2ybr numeric
@attribute Xy2br numeric
@attribute X-ege numeric
@attribute Xegvy numeric
@attribute Y-ege numeric
@attribute Yegvx numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}


@data
4, 9, 5, 7, 5, 5, 6, 3, 6, 6, 6, 10, 3, 8, 5, 10, K
2, 6, 3, 4, 1, 3, 7, 7, 3, 7, 7, 11, 3, 8, 2, 10, K
4, 6, 6, 5, 5, 8, 7, 2, 3, 8, 3, 8, 4, 5, 6, 10, K
4, 4, 4, 6, 1, 0, 0, 6, 6, 0, 1, 5, 0, 8, 0, 8, L
3, 2, 4, 4, 2, 4, 4, 4, 8, 2, 1, 7, 0, 7, 1, 6, L
5, 9, 5, 4, 3, 7, 5, 3, 5, 12, 7, 11, 3, 8, 6, 8, L
2, 5, 3, 3, 1, 7, 4, 1, 6, 8, 2, 10, 1, 6, 2, 8, L
5, 11, 6, 9, 4, 4, 4, 1, 9, 6, 1, 10, 0, 6, 3, 6, L
3, 7, 5, 5, 3, 7, 4, 1, 7, 8, 2, 9, 1, 6, 2, 8, L
4, 11, 6, 8, 4, 7, 4, 2, 7, 8, 2, 9, 2, 5, 3, 7, L
1, 0, 1, 0, 0, 2, 2, 5, 4, 1, 2, 6, 0, 8, 0, 8, L
8, 11, 7, 6, 3, 11, 1, 3, 4, 12, 3, 11, 2, 9, 4, 10, L
2, 6, 3, 4, 2, 4, 3, 8, 7, 1, 2, 4, 1, 6, 1, 6, L
3, 7, 4, 5, 2, 6, 3, 1, 8, 8, 2, 11, 0, 7, 2, 8, L
2, 5, 4, 4, 2, 7, 4, 1, 8, 8, 2, 10, 0, 7, 2, 8, L
2, 0, 2, 1, 0, 2, 0, 6, 4, 0, 3, 4, 0, 8, 0, 8, L
8, 13, 8, 8, 5, 9, 3, 3, 3, 11, 6, 11, 4, 8, 7, 9, L
2, 4, 3, 3, 1, 7, 4, 1, 8, 8, 2, 10, 0, 7, 2, 8, L
1, 3, 2, 1, 1, 6, 4, 0, 6, 8, 3, 10, 0, 7, 1, 8, L
3, 8, 3, 6, 1, 0, 1, 5, 6, 0, 0, 6, 0, 8, 0, 8, L
4, 8, 5, 7, 5, 7, 6, 4, 5, 7, 7, 8, 4, 9, 9, 11, L
1, 3, 2, 2, 1, 7, 4, 2, 7, 7, 2, 9, 0, 7, 2, 8, L
5, 9, 6, 6, 4, 4, 5, 2, 8, 6, 2, 10, 0, 7, 3, 6, L
4, 8, 6, 6, 4, 8, 4, 1, 8, 9, 3, 10, 1, 6, 3, 9, L
3, 3, 4, 5, 1, 1, 0, 6, 6, 0, 1, 5, 0, 8, 0, 8, L
2, 4, 3, 3, 1, 4, 4, 4, 7, 2, 2, 6, 0, 7, 1, 6, L
2, 3, 3, 2, 1, 4, 4, 4, 7, 2, 2, 6, 0, 7, 1, 6, L
5, 10, 6, 7, 5, 4, 4, 4, 8, 2, 1, 6, 1, 6, 1, 5, L
4, 10, 6, 7, 4, 8, 4, 0, 8, 10, 3, 10, 0, 7, 3, 9, L
4, 10, 6, 7, 8, 7, 8, 3, 6, 5, 6, 10, 5, 11, 8, 8, L
4, 10, 5, 8, 4, 6, 4, 4, 9, 2, 2, 5, 1, 6, 2, 5, L
2, 2, 3, 3, 1, 4, 3, 5, 6, 2, 2, 5, 1, 7, 0, 6, L
3, 9, 4, 7, 2, 0, 2, 4, 6, 1, 0, 8, 0, 8, 0, 8, L
4, 9, 4, 4, 3, 8, 5, 3, 5, 11, 5, 10, 3, 5, 6, 8, L
3, 10, 5, 8, 3, 9, 3, 1, 8, 10, 2, 10, 0, 6, 3, 10, L
3, 2, 3, 3, 2, 4, 4, 3, 8, 2, 1, 7, 0, 7, 1, 6, L
9, 15, 7, 8, 4, 7, 4, 3, 6, 11, 3, 12, 2, 7, 6, 7, L
4, 11, 5, 8, 3, 3, 3, 5, 9, 1, 0, 7, 0, 7, 1, 6, L
5, 7, 7, 5, 5, 6, 6, 8, 6, 5, 6, 9, 2, 8, 4, 10, L
2, 7, 4, 5, 2, 7, 4, 2, 7, 7, 2, 8, 1, 6, 2, 8, L
2, 4, 3, 6, 1, 0, 1, 5, 6, 0, 0, 7, 0, 8, 0, 8, L
4, 9, 6, 6, 3, 7, 3, 2, 8, 7, 2, 8, 1, 6, 2, 7, L
6, 12, 6, 7, 3, 7, 4, 3, 6, 11, 4, 13, 3, 6, 6, 8, L
1, 0, 1, 1, 0, 1, 1, 5, 5, 0, 1, 6, 0, 8, 0, 8, L
2, 4, 4, 3, 1, 6, 4, 1, 8, 8, 2, 10, 0, 7, 2, 8, L
3, 6, 3, 4, 1, 0, 1, 6, 6, 0, 0, 6, 0, 8, 0, 8, L
3, 7, 4, 5, 1, 0, 0, 6, 6, 0, 1, 5, 0, 8, 0, 8, L
4, 10, 6, 7, 8, 7, 7, 3, 5, 6, 7, 10, 6, 10, 7, 4, L
4, 10, 6, 8, 3, 7, 4, 0, 9, 9, 2, 10, 0, 7, 3, 8, L
4, 7, 5, 5, 6, 7, 7, 3, 5, 6, 7, 11, 6, 11, 6, 5, L
3, 7, 4, 5, 2, 4, 5, 1, 9, 7, 2, 11, 0, 8, 2, 7, L
4, 10, 5, 8, 3, 5, 3, 6, 8, 1, 2, 4, 1, 6, 1, 5, L
2, 6, 2, 4, 1, 0, 2, 5, 6, 0, 0, 7, 0, 8, 0, 8, L
3, 7, 5, 6, 4, 6, 8, 4, 6, 7, 6, 9, 2, 8, 8, 9, L
2, 6, 3, 4, 2, 4, 5, 1, 9, 3, 2, 8, 0, 7, 2, 5, L
4, 9, 4, 7, 1, 0, 1, 6, 6, 0, 0, 6, 0, 8, 0, 8, L
2, 5, 4, 4, 2, 6, 4, 1, 8, 8, 2, 10, 0, 7, 2, 8, L
3, 7, 5, 5, 3, 7, 3, 2, 7, 8, 2, 9, 2, 5, 3, 8, L
3, 6, 3, 4, 1, 1, 0, 6, 6, 0, 1, 5, 0, 8, 0, 8, L
6, 11, 7, 8, 7, 6, 6, 9, 5, 6, 6, 8, 3, 7, 5, 12, L
4, 11, 4, 8, 3, 0, 2, 4, 6, 1, 0, 8, 0, 8, 0, 8, L
4, 10, 4, 8, 1, 0, 1, 5, 6, 0, 0, 6, 0, 8, 0, 8, L
4, 10, 4, 8, 1, 0, 1, 6, 6, 0, 0, 6, 0, 8, 0, 8, L
4, 8, 6, 6, 3, 10, 3, 2, 8, 9, 2, 9, 1, 6, 3, 9, L
2, 4, 3, 3, 1, 7, 4, 1, 7, 9, 3, 10, 0, 6, 3, 8, L
2, 5, 2, 3, 1, 4, 3, 3, 7, 2, 2, 6, 0, 7, 0, 6, L
3, 9, 5, 7, 7, 7, 8, 3, 5, 6, 6, 10, 6, 11, 7, 5, L
6, 9, 8, 8, 7, 7, 7, 4, 6, 7, 7, 8, 3, 8, 9, 10, L
4, 11, 6, 8, 3, 4, 4, 3, 9, 5, 1, 9, 1, 6, 3, 6, L
5, 11, 4, 6, 2, 5, 5, 3, 7, 9, 4, 12, 2, 6, 5, 7, L
2, 6, 2, 4, 0, 0, 2, 5, 6, 0, 0, 7, 0, 8, 0, 8, L
3, 6, 4, 6, 4, 8, 6, 5, 5, 6, 7, 8, 3, 8, 8, 11, L
3, 8, 4, 6, 3, 5, 5, 2, 8, 6, 2, 10, 0, 7, 3, 7, L
1, 0, 1, 1, 0, 2, 2, 5, 5, 1, 1, 6, 0, 8, 0, 8, L
3, 6, 4, 4, 2, 5, 5, 1, 9, 6, 2, 10, 0, 7, 2, 7, L
2, 6, 3, 4, 2, 4, 5, 1, 8, 6, 2, 10, 0, 7, 3, 6, L
3, 8, 4, 6, 2, 2, 4, 3, 9, 2, 0, 8, 0, 7, 1, 6, L
5, 11, 7, 8, 5, 5, 3, 6, 8, 2, 2, 4, 1, 6, 1, 5, L
3, 7, 4, 5, 2, 4, 4, 3, 10, 2, 1, 7, 0, 7, 2, 5, L
3, 4, 6, 3, 3, 7, 6, 3, 4, 9, 7, 8, 7, 5, 1, 8, M
2, 3, 4, 2, 2, 7, 6, 3, 4, 9, 7, 8, 6, 5, 1, 8, M
4, 9, 6, 6, 7, 7, 8, 6, 4, 7, 6, 8, 6, 9, 7, 6, M
4, 6, 5, 4, 2, 8, 7, 12, 1, 6, 9, 8, 8, 6, 0, 8, M
8, 10, 11, 8, 9, 9, 6, 2, 5, 9, 4, 7, 11, 9, 3, 8, M
8, 10, 8, 5, 4, 7, 10, 5, 6, 4, 5, 10, 9, 8, 2, 8, M
4, 8, 5, 6, 5, 7, 5, 10, 0, 7, 8, 8, 8, 5, 2, 10, M
5, 7, 7, 6, 9, 7, 8, 4, 3, 7, 6, 7, 10, 8, 5, 5, M
6, 8, 8, 6, 6, 11, 6, 2, 4, 9, 3, 6, 8, 6, 2, 8, M
4, 3, 5, 5, 3, 8, 7, 12, 1, 6, 9, 8, 8, 6, 0, 8, M
4, 5, 8, 4, 4, 9, 6, 3, 5, 9, 5, 7, 8, 7, 2, 8, M
3, 7, 4, 5, 3, 7, 7, 11, 1, 7, 9, 8, 8, 5, 0, 8, M
5, 6, 7, 4, 5, 12, 5, 3, 4, 9, 2, 6, 7, 6, 2, 8, M
8, 10, 11, 8, 8, 9, 6, 2, 5, 9, 6, 7, 8, 6, 2, 8, M
4, 7, 6, 5, 5, 7, 6, 6, 5, 7, 7, 9, 8, 5, 2, 9, M
3, 7, 5, 5, 5, 8, 7, 5, 4, 6, 7, 8, 7, 6, 2, 7, M
5, 9, 7, 6, 7, 7, 7, 5, 5, 6, 7, 9, 8, 6, 2, 8, M
1, 0, 2, 0, 1, 7, 6, 9, 0, 7, 8, 8, 5, 6, 0, 8, M
6, 9, 8, 5, 4, 9, 3, 3, 2, 9, 3, 9, 8, 2, 1, 9, M
2, 3, 3, 2, 2, 8, 6, 6, 4, 7, 8, 8, 6, 5, 2, 8, M
3, 7, 5, 5, 6, 7, 8, 6, 4, 6, 6, 8, 5, 8, 7, 9, M
6, 11, 8, 8, 11, 7, 8, 6, 4, 7, 6, 8, 6, 9, 8, 8, M
4, 6, 6, 4, 5, 6, 6, 3, 4, 10, 8, 9, 7, 5, 2, 7, M
4, 5, 5, 7, 4, 8, 7, 12, 2, 6, 9, 8, 8, 6, 0, 8, M
4, 2, 5, 4, 4, 8, 6, 6, 4, 7, 7, 8, 7, 5, 2, 8, M
7, 11, 9, 8, 10, 7, 10, 7, 5, 7, 7, 9, 8, 10, 7, 12, M
5, 7, 9, 5, 10, 9, 7, 3, 3, 8, 4, 7, 11, 6, 3, 5, M
3, 4, 4, 3, 3, 7, 6, 6, 4, 6, 7, 8, 7, 5, 2, 7, M
8, 12, 10, 7, 5, 9, 4, 3, 2, 10, 2, 9, 10, 1, 1, 8, M
3, 2, 5, 4, 4, 9, 6, 6, 4, 6, 7, 6, 7, 6, 2, 5, M
6, 9, 8, 6, 8, 6, 6, 6, 5, 7, 7, 11, 11, 5, 2, 9, M
5, 9, 6, 7, 4, 8, 7, 13, 2, 6, 9, 8, 8, 6, 0, 8, M
6, 9, 9, 8, 11, 7, 7, 4, 3, 6, 6, 8, 10, 9, 5, 5, M
4, 7, 6, 5, 4, 4, 7, 4, 5, 10, 11, 10, 6, 5, 2, 6, M
5, 10, 6, 8, 6, 7, 6, 6, 5, 7, 7, 9, 8, 5, 2, 9, M
5, 11, 8, 8, 11, 10, 7, 3, 4, 8, 4, 7, 12, 6, 7, 4, M
5, 10, 6, 8, 4, 7, 7, 12, 2, 7, 9, 8, 9, 6, 0, 8, M
6, 10, 9, 8, 7, 7, 7, 2, 5, 9, 8, 8, 9, 7, 3, 8, M
4, 9, 7, 6, 9, 8, 6, 3, 1, 7, 4, 8, 10, 7, 2, 6, M
3, 3, 3, 4, 2, 8, 6, 11, 1, 6, 9, 8, 7, 6, 0, 8, M
3, 3, 4, 2, 3, 6, 6, 6, 4, 7, 7, 10, 7, 5, 2, 9, M
4, 5, 5, 3, 4, 8, 6, 6, 4, 7, 7, 8, 8, 5, 2, 7, M
2, 0, 2, 1, 1, 7, 6, 10, 0, 7, 8, 8, 6, 6, 0, 8, M
7, 8, 10, 6, 6, 9, 6, 2, 5, 9, 6, 8, 8, 6, 2, 8, M
5, 9, 7, 6, 7, 7, 7, 2, 4, 9, 8, 9, 7, 6, 2, 8, M
8, 9, 11, 8, 12, 7, 9, 4, 4, 7, 5, 8, 12, 6, 6, 7, M
3, 6, 5, 4, 4, 11, 5, 3, 4, 9, 3, 6, 7, 6, 2, 8, M
5, 6, 8, 4, 5, 7, 6, 2, 5, 9, 7, 8, 8, 6, 2, 8, M
5, 6, 8, 5, 8, 9, 8, 5, 4, 7, 6, 7, 11, 9, 7, 5, M
6, 12, 8, 7, 5, 13, 2, 5, 2, 11, 1, 9, 7, 2, 1, 8, M
11, 15, 10, 8, 6, 8, 11, 5, 5, 4, 5, 9, 9, 9, 2, 7, M
1, 1, 2, 1, 1, 8, 6, 10, 0, 6, 8, 8, 6, 6, 0, 8, M
3, 1, 3, 1, 1, 8, 6, 11, 0, 7, 9, 8, 7, 6, 0, 8, M
6, 8, 10, 6, 7, 4, 7, 3, 5, 11, 10, 11, 9, 8, 4, 7, M
6, 7, 9, 5, 6, 5, 7, 3, 4, 10, 10, 10, 10, 6, 4, 8, M
4, 7, 5, 5, 3, 6, 7, 12, 1, 8, 9, 8, 8, 6, 0, 8, M
2, 3, 4, 2, 2, 6, 7, 3, 4, 9, 9, 9, 5, 5, 1, 7, M
4, 2, 5, 4, 4, 8, 6, 6, 4, 7, 7, 8, 8, 6, 3, 6, M
5, 5, 7, 4, 5, 8, 6, 6, 5, 7, 7, 8, 8, 6, 2, 8, M
4, 10, 5, 8, 6, 8, 5, 11, 1, 6, 8, 8, 8, 5, 1, 5, M
5, 11, 6, 9, 4, 7, 7, 12, 2, 7, 9, 8, 9, 6, 0, 8, M
5, 6, 6, 8, 4, 8, 7, 13, 2, 6, 9, 8, 9, 6, 0, 8, M
2, 3, 4, 2, 3, 7, 6, 3, 3, 9, 7, 8, 6, 5, 1, 8, M
12, 12, 12, 6, 6, 8, 10, 6, 4, 5, 5, 10, 11, 13, 2, 7, M
5, 10, 5, 7, 4, 7, 7, 12, 2, 7, 9, 8, 8, 6, 0, 8, M
7, 11, 10, 8, 10, 8, 7, 5, 5, 6, 7, 7, 11, 8, 4, 6, M
6, 10, 8, 7, 6, 11, 5, 3, 4, 9, 3, 6, 8, 6, 2, 9, M
6, 10, 8, 8, 7, 11, 5, 2, 5, 9, 3, 6, 8, 6, 2, 9, M
2, 1, 3, 1, 2, 7, 6, 6, 4, 6, 7, 7, 7, 6, 2, 7, M
7, 11, 8, 8, 7, 7, 5, 12, 1, 8, 8, 8, 10, 5, 2, 10, M
4, 5, 4, 7, 4, 7, 7, 12, 2, 7, 9, 8, 8, 5, 0, 8, M
4, 6, 5, 4, 4, 7, 5, 11, 0, 7, 9, 8, 8, 6, 1, 8, M
4, 4, 5, 3, 3, 7, 6, 6, 5, 6, 7, 7, 8, 6, 3, 7, M
4, 4, 7, 3, 4, 7, 5, 3, 4, 10, 8, 9, 7, 5, 2, 8, M
4, 9, 4, 7, 5, 7, 5, 10, 0, 7, 9, 8, 7, 5, 0, 8, M
5, 7, 7, 6, 8, 5, 8, 5, 4, 6, 5, 9, 11, 9, 4, 8, M
4, 7, 6, 5, 8, 11, 7, 3, 4, 8, 4, 7, 5, 5, 2, 6, M
5, 2, 6, 4, 4, 9, 6, 7, 4, 6, 7, 5, 10, 5, 3, 5, M
5, 9, 7, 6, 6, 4, 7, 3, 4, 10, 10, 10, 7, 5, 2, 7, M
3, 7, 5, 5, 3, 4, 10, 3, 3, 10, 10, 9, 5, 8, 1, 7, N
5, 6, 6, 6, 6, 6, 7, 5, 3, 6, 5, 8, 7, 9, 4, 8, N
6, 9, 9, 7, 5, 7, 9, 2, 5, 10, 6, 6, 6, 9, 1, 8, N
8, 15, 10, 9, 5, 4, 9, 4, 4, 13, 11, 9, 6, 9, 0, 9, N
3, 7, 4, 5, 2, 7, 7, 14, 2, 5, 6, 8, 6, 8, 0, 8, N
5, 5, 7, 5, 6, 8, 6, 5, 5, 8, 5, 7, 7, 9, 5, 4, N
6, 10, 6, 8, 3, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
5, 9, 7, 7, 4, 3, 9, 4, 4, 11, 11, 10, 5, 7, 1, 8, N
5, 8, 7, 6, 4, 7, 8, 3, 4, 10, 6, 7, 5, 8, 1, 7, N
3, 4, 5, 3, 2, 7, 9, 2, 5, 10, 6, 6, 5, 9, 1, 7, N
3, 5, 5, 4, 2, 7, 8, 3, 5, 10, 6, 7, 5, 8, 1, 7, N
10, 13, 8, 7, 4, 7, 10, 4, 7, 3, 4, 9, 5, 7, 2, 7, N
3, 7, 5, 5, 3, 7, 9, 6, 5, 7, 6, 7, 5, 9, 2, 6, N
3, 6, 4, 4, 3, 7, 9, 6, 4, 7, 6, 7, 5, 9, 1, 7, N
6, 9, 5, 5, 2, 4, 8, 4, 6, 4, 4, 11, 5, 9, 2, 7, N
8, 13, 10, 7, 4, 5, 9, 4, 4, 13, 10, 9, 6, 9, 0, 9, N
1, 0, 1, 0, 0, 7, 7, 10, 0, 5, 6, 8, 4, 8, 0, 8, N
4, 8, 6, 6, 4, 7, 9, 2, 4, 9, 5, 6, 5, 9, 1, 7, N
5, 7, 7, 5, 4, 10, 8, 3, 5, 10, 2, 4, 5, 9, 1, 7, N
3, 4, 5, 3, 2, 6, 9, 3, 4, 11, 8, 8, 5, 7, 1, 8, N
6, 9, 5, 4, 2, 9, 11, 5, 4, 4, 6, 10, 5, 11, 3, 7, N
3, 9, 4, 6, 2, 7, 7, 14, 2, 5, 6, 8, 5, 8, 0, 8, N
6, 11, 8, 8, 5, 7, 8, 2, 5, 10, 6, 7, 5, 8, 1, 7, N
3, 7, 4, 5, 2, 7, 7, 14, 2, 5, 6, 8, 5, 8, 0, 8, N
7, 11, 8, 6, 3, 9, 7, 2, 4, 13, 5, 8, 6, 8, 0, 8, N
6, 10, 9, 8, 5, 8, 8, 3, 5, 10, 5, 6, 6, 8, 2, 7, N
1, 3, 2, 2, 1, 7, 8, 5, 4, 7, 6, 6, 4, 9, 1, 5, N
4, 2, 4, 3, 3, 7, 8, 5, 5, 7, 7, 6, 6, 9, 3, 6, N
3, 1, 3, 3, 2, 7, 9, 5, 4, 7, 6, 7, 4, 8, 1, 7, N
1, 1, 2, 2, 1, 7, 7, 11, 1, 5, 6, 8, 4, 8, 0, 8, N
4, 5, 5, 4, 3, 7, 8, 6, 5, 7, 6, 6, 6, 9, 2, 5, N
3, 3, 4, 5, 2, 7, 7, 14, 2, 5, 6, 8, 5, 8, 0, 8, N
8, 11, 11, 8, 5, 7, 8, 3, 5, 10, 6, 7, 7, 7, 2, 7, N
3, 3, 5, 2, 2, 7, 9, 3, 4, 10, 6, 6, 5, 9, 1, 7, N
5, 5, 5, 8, 3, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
5, 10, 6, 8, 6, 7, 7, 13, 1, 6, 6, 8, 6, 9, 0, 6, N
2, 5, 4, 3, 2, 7, 8, 2, 4, 10, 5, 6, 5, 9, 0, 7, N
5, 8, 8, 6, 3, 11, 6, 3, 5, 10, 1, 4, 5, 9, 1, 7, N
4, 8, 5, 6, 4, 7, 7, 12, 1, 6, 6, 8, 5, 8, 0, 8, N
4, 6, 5, 4, 3, 7, 9, 2, 4, 9, 7, 7, 5, 8, 1, 8, N
6, 9, 9, 7, 5, 10, 8, 3, 6, 10, 2, 4, 5, 9, 1, 7, N
6, 11, 9, 9, 7, 7, 7, 8, 5, 7, 5, 6, 3, 7, 3, 8, N
3, 5, 4, 7, 3, 7, 7, 14, 2, 5, 6, 8, 6, 8, 0, 8, N
4, 7, 6, 5, 3, 5, 9, 3, 4, 10, 8, 8, 5, 9, 1, 7, N
6, 8, 8, 6, 4, 4, 10, 4, 4, 11, 11, 10, 5, 8, 1, 7, N
2, 3, 4, 2, 2, 6, 8, 3, 3, 10, 7, 8, 4, 8, 0, 7, N
4, 10, 5, 8, 5, 8, 7, 12, 1, 6, 6, 8, 5, 8, 0, 9, N
5, 10, 7, 7, 8, 7, 8, 3, 5, 7, 6, 7, 7, 8, 8, 2, N
1, 0, 2, 1, 1, 7, 7, 11, 1, 5, 6, 8, 4, 8, 0, 8, N
10, 15, 9, 8, 4, 8, 10, 5, 4, 4, 6, 10, 6, 11, 3, 6, N
5, 9, 7, 6, 4, 7, 9, 6, 5, 7, 6, 7, 7, 9, 3, 7, N
6, 11, 8, 8, 8, 5, 9, 3, 4, 9, 8, 9, 9, 8, 7, 3, N
4, 4, 5, 6, 2, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
11, 15, 14, 8, 5, 10, 5, 4, 4, 14, 1, 7, 6, 6, 0, 7, N
5, 7, 6, 6, 6, 8, 6, 5, 4, 7, 5, 8, 7, 9, 6, 3, N
4, 5, 5, 4, 3, 7, 9, 5, 5, 7, 7, 6, 5, 9, 2, 5, N
5, 8, 7, 6, 5, 8, 8, 6, 6, 6, 5, 3, 8, 10, 5, 8, N
2, 6, 2, 4, 2, 7, 7, 11, 1, 6, 6, 8, 4, 8, 0, 8, N
6, 11, 8, 8, 5, 7, 9, 6, 5, 7, 7, 8, 6, 9, 1, 7, N
10, 13, 9, 7, 4, 4, 9, 4, 7, 3, 3, 11, 5, 8, 2, 7, N
3, 3, 3, 5, 2, 7, 7, 13, 2, 5, 6, 8, 5, 8, 0, 8, N
5, 8, 8, 6, 8, 8, 6, 4, 4, 7, 6, 7, 7, 11, 7, 4, N
3, 3, 4, 2, 2, 7, 8, 6, 4, 7, 7, 6, 5, 9, 2, 6, N
4, 9, 6, 7, 4, 6, 9, 6, 5, 7, 7, 8, 6, 9, 2, 6, N
4, 6, 5, 4, 3, 8, 7, 8, 6, 7, 4, 5, 3, 7, 3, 7, N
3, 6, 4, 4, 2, 7, 7, 14, 2, 5, 6, 8, 6, 8, 0, 8, N
6, 10, 8, 7, 5, 11, 8, 3, 6, 10, 0, 3, 5, 9, 1, 7, N
6, 9, 8, 7, 5, 6, 9, 6, 5, 7, 7, 7, 8, 8, 3, 7, N
5, 9, 5, 7, 3, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
5, 10, 5, 8, 3, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
7, 9, 6, 5, 3, 8, 10, 5, 4, 4, 6, 10, 6, 11, 3, 7, N
4, 8, 6, 6, 5, 6, 8, 9, 5, 8, 6, 6, 4, 8, 3, 9, N
4, 7, 4, 5, 3, 8, 7, 12, 1, 6, 6, 8, 5, 8, 0, 9, N
2, 1, 2, 2, 1, 7, 9, 5, 4, 7, 6, 7, 4, 8, 1, 6, N
6, 5, 6, 8, 3, 7, 7, 15, 2, 4, 6, 8, 6, 8, 0, 8, N
5, 10, 7, 7, 5, 7, 8, 6, 6, 6, 6, 6, 6, 8, 1, 6, N
6, 9, 9, 8, 9, 7, 9, 5, 4, 7, 4, 7, 7, 7, 6, 5, N
8, 15, 7, 8, 4, 7, 9, 4, 7, 4, 4, 9, 5, 8, 2, 8, N
8, 10, 6, 5, 3, 8, 6, 5, 5, 8, 4, 8, 5, 9, 5, 8, O
3, 6, 4, 4, 2, 7, 8, 8, 7, 7, 7, 8, 3, 8, 4, 8, O
4, 7, 5, 5, 4, 7, 9, 8, 4, 7, 8, 8, 3, 8, 3, 8, O
4, 7, 6, 5, 6, 8, 10, 5, 2, 7, 7, 8, 7, 9, 4, 9, O
1, 1, 2, 1, 1, 7, 7, 6, 4, 7, 6, 8, 2, 8, 2, 8, O
3, 5, 4, 3, 3, 8, 7, 7, 5, 7, 6, 8, 2, 8, 3, 8, O
6, 10, 8, 8, 10, 8, 8, 6, 2, 7, 7, 8, 10, 9, 5, 8, O
1, 3, 2, 1, 1, 8, 7, 5, 3, 9, 6, 8, 2, 8, 2, 8, O
9, 13, 6, 7, 4, 5, 6, 7, 4, 9, 7, 9, 5, 9, 5, 8, O
4, 9, 6, 6, 4, 7, 6, 8, 5, 7, 4, 8, 3, 8, 3, 8, O
2, 3, 3, 2, 2, 7, 7, 6, 4, 9, 6, 8, 2, 8, 2, 8, O
3, 5, 4, 3, 2, 8, 7, 8, 5, 7, 7, 8, 2, 8, 3, 8, O
1, 0, 1, 0, 0, 7, 7, 6, 3, 7, 6, 8, 2, 8, 3, 8, O
4, 8, 5, 6, 4, 7, 7, 8, 4, 7, 6, 8, 3, 8, 3, 8, O
3, 6, 5, 4, 3, 7, 6, 8, 6, 6, 4, 7, 3, 8, 3, 8, O
4, 4, 5, 6, 2, 8, 8, 9, 8, 5, 8, 10, 3, 8, 4, 8, O
3, 4, 4, 6, 2, 7, 7, 9, 7, 7, 6, 8, 3, 8, 4, 8, O
3, 7, 4, 5, 3, 7, 8, 8, 4, 7, 6, 8, 3, 8, 3, 8, O
2, 5, 3, 3, 2, 7, 7, 7, 4, 9, 6, 8, 2, 8, 2, 8, O
3, 4, 4, 2, 2, 7, 7, 7, 5, 7, 5, 8, 2, 8, 3, 8, O
4, 9, 5, 6, 4, 7, 7, 8, 6, 7, 3, 8, 3, 8, 3, 8, O
5, 11, 6, 8, 3, 8, 7, 9, 8, 7, 6, 8, 3, 8, 4, 8, O
1, 0, 2, 1, 0, 8, 7, 7, 4, 7, 6, 8, 2, 8, 3, 8, O
6, 10, 7, 8, 6, 7, 7, 8, 4, 7, 6, 8, 3, 8, 3, 8, O
3, 5, 4, 7, 2, 7, 7, 9, 6, 7, 6, 8, 3, 8, 4, 8, O
2, 1, 2, 1, 1, 8, 7, 7, 6, 7, 6, 8, 2, 8, 3, 8, O
6, 9, 6, 7, 4, 8, 6, 8, 5, 10, 6, 10, 3, 8, 4, 6, O
3, 2, 5, 4, 3, 8, 7, 8, 5, 7, 6, 8, 2, 8, 3, 8, O
5, 9, 5, 7, 5, 7, 7, 8, 4, 9, 6, 8, 3, 8, 3, 8, O
4, 8, 5, 6, 4, 8, 7, 8, 6, 7, 7, 10, 3, 7, 4, 7, O
3, 5, 4, 4, 3, 8, 7, 7, 5, 9, 6, 8, 2, 8, 3, 8, O
4, 8, 6, 6, 5, 7, 7, 8, 4, 7, 5, 8, 3, 8, 3, 8, O
4, 9, 3, 4, 2, 6, 7, 6, 3, 9, 6, 8, 4, 10, 4, 7, O
3, 7, 4, 5, 3, 8, 7, 7, 3, 9, 6, 8, 3, 8, 3, 8, O
5, 9, 6, 6, 3, 7, 7, 8, 8, 7, 6, 8, 3, 8, 4, 8, O
5, 8, 5, 6, 5, 8, 6, 7, 3, 9, 5, 7, 3, 8, 3, 7, O
4, 8, 5, 6, 3, 7, 7, 8, 5, 10, 7, 8, 3, 8, 3, 8, O
5, 10, 4, 5, 3, 5, 8, 7, 3, 10, 7, 8, 5, 9, 5, 7, O
2, 1, 3, 2, 1, 7, 7, 7, 6, 7, 6, 8, 2, 8, 3, 8, O
6, 10, 8, 8, 6, 8, 5, 9, 4, 6, 5, 5, 5, 7, 4, 8, O
4, 7, 4, 5, 3, 7, 7, 8, 5, 10, 6, 8, 3, 8, 3, 7, O
2, 1, 3, 2, 2, 7, 8, 7, 5, 7, 7, 8, 2, 8, 3, 8, O
4, 8, 5, 6, 3, 7, 6, 8, 5, 7, 5, 8, 3, 8, 3, 8, O
4, 8, 6, 7, 5, 8, 4, 5, 5, 9, 4, 10, 4, 7, 5, 7, O
