@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
2, 537, 1074, 268.5, 0.556, 0.655, 24.88, 597, 704, 24, 2
1, 52, 52, 52.0, 0.981, 1.0, 51.0, 51, 52, 1, 2
1, 32, 32, 32.0, 0.719, 1.0, 5.75, 23, 32, 4, 2
1, 76, 76, 76.0, 0.961, 1.0, 36.5, 73, 76, 2, 2
1, 41, 41, 41.0, 0.927, 1.0, 12.67, 38, 41, 3, 2
2, 48, 96, 24.0, 0.625, 0.677, 30.0, 60, 65, 2, 2
2, 204, 408, 102.0, 0.412, 0.681, 10.5, 168, 278, 16, 2
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, 2
3, 183, 549, 61.0, 0.488, 0.577, 29.78, 268, 317, 9, 2
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, 2
2, 112, 224, 56.0, 0.496, 0.504, 55.5, 111, 113, 2, 2
1, 278, 278, 278.0, 0.946, 1.0, 29.22, 263, 278, 9, 2
1, 159, 159, 159.0, 0.975, 1.0, 77.5, 155, 159, 2, 2
1, 14, 14, 14.0, 1.0, 1.0, 14.0, 14, 14, 1, 2
1, 28, 28, 28.0, 0.464, 1.0, 2.17, 13, 28, 6, 2
3, 54, 162, 18.0, 0.364, 0.519, 8.43, 59, 84, 7, 2
1, 35, 35, 35.0, 0.857, 1.0, 10.0, 30, 35, 3, 2
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, 2
2, 536, 1072, 268.0, 0.586, 0.686, 21.66, 628, 735, 29, 2
1, 16, 16, 16.0, 1.0, 1.0, 16.0, 16, 16, 1, 2
1, 11, 11, 11.0, 0.727, 1.0, 4.0, 8, 11, 2, 2
1, 13, 13, 13.0, 0.692, 1.0, 3.0, 9, 13, 3, 2
1, 62, 62, 62.0, 0.984, 1.0, 61.0, 61, 62, 1, 2
3, 113, 339, 37.667, 0.41, 0.472, 13.9, 139, 160, 10, 2
1, 131, 131, 131.0, 0.977, 1.0, 64.0, 128, 131, 2, 2
8, 16, 128, 2.0, 0.398, 0.695, 2.55, 51, 89, 20, 2
2, 537, 1074, 268.5, 0.538, 0.555, 82.57, 578, 596, 7, 2
1, 114, 114, 114.0, 0.939, 1.0, 21.4, 107, 114, 5, 2
1, 14, 14, 14.0, 0.5, 1.0, 2.33, 7, 14, 3, 2
1, 36, 36, 36.0, 0.306, 1.0, 1.83, 11, 36, 6, 2
2, 537, 1074, 268.5, 0.523, 0.567, 62.44, 562, 609, 9, 2
2, 537, 1074, 268.5, 0.52, 0.621, 26.57, 558, 667, 21, 2
1, 35, 35, 35.0, 0.829, 1.0, 9.67, 29, 35, 3, 2
1, 117, 117, 117.0, 0.974, 1.0, 38.0, 114, 117, 3, 2
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, 2
1, 33, 33, 33.0, 1.0, 1.0, 33.0, 33, 33, 1, 2
1, 172, 172, 172.0, 0.465, 1.0, 1.04, 80, 172, 77, 2
7, 46, 322, 6.571, 0.177, 0.304, 8.14, 57, 98, 7, 2
187, 137, 25619, 0.733, 0.899, 0.991, 29.29, 23025, 25400, 786, 3
63, 79, 4977, 1.254, 0.338, 0.345, 186.78, 1681, 1718, 9, 3
128, 347, 44416, 2.711, 0.399, 0.567, 13.07, 17721, 25163, 1356, 3
28, 32, 896, 1.143, 0.481, 0.742, 7.43, 431, 665, 58, 3
63, 66, 4158, 1.048, 0.491, 0.591, 44.37, 2041, 2458, 46, 3
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, 4
42, 1, 42, 0.024, 1.0, 1.0, 42.0, 42, 42, 1, 4
54, 1, 54, 0.019, 1.0, 1.0, 54.0, 54, 54, 1, 4
8, 1, 8, 0.125, 1.0, 1.0, 8.0, 8, 8, 1, 4
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, 4
66, 3, 198, 0.045, 0.657, 0.909, 2.6, 130, 180, 50, 4
14, 1, 14, 0.071, 1.0, 1.0, 14.0, 14, 14, 1, 4
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, 4
27, 1, 27, 0.037, 1.0, 1.0, 27.0, 27, 27, 1, 4
5, 2, 10, 0.4, 0.8, 0.8, 8.0, 8, 8, 1, 4
20, 1, 20, 0.05, 1.0, 1.0, 20.0, 20, 20, 1, 4
9, 2, 18, 0.222, 0.611, 0.722, 11.0, 11, 13, 1, 4
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, 4
58, 3, 174, 0.052, 0.339, 0.345, 59.0, 59, 60, 1, 4
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 4
117, 1, 117, 0.0090, 1.0, 1.0, 117.0, 117, 117, 1, 4
8, 9, 72, 1.125, 0.125, 0.319, 4.5, 9, 23, 2, 5
6, 9, 54, 1.5, 0.148, 0.296, 4.0, 8, 16, 2, 5
86, 67, 5762, 0.779, 0.164, 0.935, 2.37, 947, 5386, 399, 5
7, 15, 105, 2.143, 0.114, 0.295, 2.4, 12, 31, 5, 5
9, 17, 153, 1.889, 0.144, 0.458, 3.14, 22, 70, 7, 5
31, 105, 3255, 3.387, 0.224, 0.417, 5.35, 728, 1358, 136, 5
19, 47, 893, 2.474, 0.078, 0.112, 3.89, 70, 100, 18, 5
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, 5
6, 5, 30, 0.833, 0.367, 1.0, 2.2, 11, 30, 5, 5
24, 18, 432, 0.75, 0.139, 0.377, 2.07, 60, 163, 29, 5
53, 48, 2544, 0.906, 0.157, 0.269, 7.84, 400, 685, 51, 5
14, 17, 238, 1.214, 0.113, 0.387, 1.8, 27, 92, 15, 5
31, 71, 2201, 2.29, 0.159, 0.296, 10.29, 350, 651, 34, 5
31, 37, 1147, 1.194, 0.189, 0.555, 2.07, 217, 637, 105, 5
153, 442, 67626, 2.889, 0.114, 0.215, 6.27, 7689, 14538, 1227, 5
83, 314, 26062, 3.783, 0.282, 0.619, 8.77, 7353, 16139, 838, 5
30, 61, 1830, 2.033, 0.157, 0.483, 1.88, 288, 884, 153, 5
5, 12, 60, 2.4, 0.133, 0.267, 4.0, 8, 16, 2, 5
48, 402, 19296, 8.375, 0.055, 0.094, 4.13, 1058, 1814, 256, 5
85, 69, 5865, 0.812, 0.165, 0.441, 1.44, 969, 2588, 674, 5
14, 19, 266, 1.357, 0.128, 0.541, 2.83, 34, 144, 12, 5
67, 30, 2010, 0.448, 0.169, 0.46, 2.26, 339, 924, 150, 5
14, 19, 266, 1.357, 0.113, 0.504, 30.0, 30, 134, 1, 5
